raceId,year,round,date,race_name,constructorId,constructorRef,team,team_points,best_finish,win,podium,best_grid_position,pole_position,team_mapping,sponsor,ticker,exchange,start_year,end_year,include_main_model,sponsor_type,source_url,notes
1086,2022,13,2022-07-31,Hungarian Grand Prix,6,ferrari,Ferrari,20.0,4,0,0,2,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1086,2022,13,2022-07-31,Hungarian Grand Prix,6,ferrari,Ferrari,20.0,4,0,0,2,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1086,2022,13,2022-07-31,Hungarian Grand Prix,1,mclaren,McLaren,6.0,7,0,0,4,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1086,2022,13,2022-07-31,Hungarian Grand Prix,131,mercedes,Mercedes,34.0,2,0,1,1,1,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1086,2022,13,2022-07-31,Hungarian Grand Prix,131,mercedes,Mercedes,34.0,2,0,1,1,1,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1086,2022,13,2022-07-31,Hungarian Grand Prix,9,red_bull,Red Bull,35.0,1,1,1,10,0,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1087,2022,14,2022-08-28,Belgian Grand Prix,117,aston_martin,Aston Martin,4.0,8,0,0,14,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1087,2022,14,2022-08-28,Belgian Grand Prix,6,ferrari,Ferrari,23.0,3,0,1,2,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1087,2022,14,2022-08-28,Belgian Grand Prix,6,ferrari,Ferrari,23.0,3,0,1,2,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1087,2022,14,2022-08-28,Belgian Grand Prix,1,mclaren,McLaren,0.0,12,0,0,10,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1087,2022,14,2022-08-28,Belgian Grand Prix,131,mercedes,Mercedes,12.0,4,0,0,7,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1087,2022,14,2022-08-28,Belgian Grand Prix,131,mercedes,Mercedes,12.0,4,0,0,7,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1087,2022,14,2022-08-28,Belgian Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1088,2022,15,2022-09-04,Dutch Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,10,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1088,2022,15,2022-09-04,Dutch Grand Prix,6,ferrari,Ferrari,19.0,3,0,1,2,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1088,2022,15,2022-09-04,Dutch Grand Prix,6,ferrari,Ferrari,19.0,3,0,1,2,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1088,2022,15,2022-09-04,Dutch Grand Prix,1,mclaren,McLaren,6.0,7,0,0,7,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1088,2022,15,2022-09-04,Dutch Grand Prix,131,mercedes,Mercedes,30.0,2,0,1,4,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1088,2022,15,2022-09-04,Dutch Grand Prix,131,mercedes,Mercedes,30.0,2,0,1,4,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1088,2022,15,2022-09-04,Dutch Grand Prix,9,red_bull,Red Bull,36.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1089,2022,16,2022-09-11,Italian Grand Prix,117,aston_martin,Aston Martin,0.0,18,0,0,17,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1089,2022,16,2022-09-11,Italian Grand Prix,6,ferrari,Ferrari,30.0,2,0,1,1,1,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1089,2022,16,2022-09-11,Italian Grand Prix,6,ferrari,Ferrari,30.0,2,0,1,1,1,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1089,2022,16,2022-09-11,Italian Grand Prix,1,mclaren,McLaren,6.0,7,0,0,7,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1089,2022,16,2022-09-11,Italian Grand Prix,131,mercedes,Mercedes,25.0,3,0,1,5,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1089,2022,16,2022-09-11,Italian Grand Prix,131,mercedes,Mercedes,25.0,3,0,1,5,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1089,2022,16,2022-09-11,Italian Grand Prix,9,red_bull,Red Bull,34.0,1,1,1,2,0,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1091,2022,17,2022-10-02,Singapore Grand Prix,117,aston_martin,Aston Martin,12.0,6,0,0,12,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1091,2022,17,2022-10-02,Singapore Grand Prix,6,ferrari,Ferrari,33.0,2,0,1,1,1,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1091,2022,17,2022-10-02,Singapore Grand Prix,6,ferrari,Ferrari,33.0,2,0,1,1,1,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1091,2022,17,2022-10-02,Singapore Grand Prix,1,mclaren,McLaren,22.0,4,0,0,6,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1091,2022,17,2022-10-02,Singapore Grand Prix,131,mercedes,Mercedes,2.0,9,0,0,3,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1091,2022,17,2022-10-02,Singapore Grand Prix,131,mercedes,Mercedes,2.0,9,0,0,3,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1091,2022,17,2022-10-02,Singapore Grand Prix,9,red_bull,Red Bull,31.0,1,1,1,2,0,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1092,2022,18,2022-10-09,Japanese Grand Prix,117,aston_martin,Aston Martin,8.0,6,0,0,9,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1092,2022,18,2022-10-09,Japanese Grand Prix,6,ferrari,Ferrari,15.0,3,0,1,2,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1092,2022,18,2022-10-09,Japanese Grand Prix,6,ferrari,Ferrari,15.0,3,0,1,2,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1092,2022,18,2022-10-09,Japanese Grand Prix,1,mclaren,McLaren,1.0,10,0,0,10,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1092,2022,18,2022-10-09,Japanese Grand Prix,131,mercedes,Mercedes,14.0,5,0,0,6,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1092,2022,18,2022-10-09,Japanese Grand Prix,131,mercedes,Mercedes,14.0,5,0,0,6,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1092,2022,18,2022-10-09,Japanese Grand Prix,9,red_bull,Red Bull,43.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1093,2022,19,2022-10-23,United States Grand Prix,117,aston_martin,Aston Martin,4.0,8,0,0,7,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1093,2022,19,2022-10-23,United States Grand Prix,6,ferrari,Ferrari,15.0,3,0,1,1,1,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1093,2022,19,2022-10-23,United States Grand Prix,6,ferrari,Ferrari,15.0,3,0,1,1,1,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1093,2022,19,2022-10-23,United States Grand Prix,1,mclaren,McLaren,8.0,6,0,0,8,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1093,2022,19,2022-10-23,United States Grand Prix,131,mercedes,Mercedes,29.0,2,0,1,5,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1093,2022,19,2022-10-23,United States Grand Prix,131,mercedes,Mercedes,29.0,2,0,1,5,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1093,2022,19,2022-10-23,United States Grand Prix,9,red_bull,Red Bull,37.0,1,1,1,3,0,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1094,2022,20,2022-10-30,Mexico City Grand Prix,117,aston_martin,Aston Martin,0.0,14,0,0,17,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1094,2022,20,2022-10-30,Mexico City Grand Prix,6,ferrari,Ferrari,18.0,5,0,0,5,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1094,2022,20,2022-10-30,Mexico City Grand Prix,6,ferrari,Ferrari,18.0,5,0,0,5,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1094,2022,20,2022-10-30,Mexico City Grand Prix,1,mclaren,McLaren,8.0,7,0,0,8,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1094,2022,20,2022-10-30,Mexico City Grand Prix,131,mercedes,Mercedes,31.0,2,0,1,2,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1094,2022,20,2022-10-30,Mexico City Grand Prix,131,mercedes,Mercedes,31.0,2,0,1,2,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1094,2022,20,2022-10-30,Mexico City Grand Prix,9,red_bull,Red Bull,40.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1095,2022,21,2022-11-13,São Paulo Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,13,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1095,2022,21,2022-11-13,São Paulo Grand Prix,6,ferrari,Ferrari,37.0,3,0,1,5,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1095,2022,21,2022-11-13,São Paulo Grand Prix,6,ferrari,Ferrari,37.0,3,0,1,5,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1095,2022,21,2022-11-13,São Paulo Grand Prix,1,mclaren,McLaren,2.0,18,0,0,4,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1095,2022,21,2022-11-13,São Paulo Grand Prix,131,mercedes,Mercedes,58.0,1,1,1,3,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1095,2022,21,2022-11-13,São Paulo Grand Prix,131,mercedes,Mercedes,58.0,1,1,1,3,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1095,2022,21,2022-11-13,São Paulo Grand Prix,9,red_bull,Red Bull,23.0,6,0,0,2,0,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,117,aston_martin,Aston Martin,5.0,8,0,0,9,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,6,ferrari,Ferrari,30.0,2,0,1,3,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,6,ferrari,Ferrari,30.0,2,0,1,3,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,1,mclaren,McLaren,11.0,6,0,0,7,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,131,mercedes,Mercedes,10.0,5,0,0,5,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,131,mercedes,Mercedes,10.0,5,0,0,5,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,9,red_bull,Red Bull,40.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1098,2023,1,2023-03-05,Bahrain Grand Prix,117,aston_martin,Aston Martin,23.0,3,0,1,5,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1098,2023,1,2023-03-05,Bahrain Grand Prix,6,ferrari,Ferrari,12.0,4,0,0,3,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1098,2023,1,2023-03-05,Bahrain Grand Prix,6,ferrari,Ferrari,12.0,4,0,0,3,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1098,2023,1,2023-03-05,Bahrain Grand Prix,1,mclaren,McLaren,0.0,17,0,0,11,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1098,2023,1,2023-03-05,Bahrain Grand Prix,131,mercedes,Mercedes,16.0,5,0,0,6,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1098,2023,1,2023-03-05,Bahrain Grand Prix,131,mercedes,Mercedes,16.0,5,0,0,6,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1098,2023,1,2023-03-05,Bahrain Grand Prix,9,red_bull,Red Bull,43.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,117,aston_martin,Aston Martin,15.0,3,0,1,3,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,6,ferrari,Ferrari,14.0,6,0,0,2,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,6,ferrari,Ferrari,14.0,6,0,0,2,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,1,mclaren,McLaren,0.0,15,0,0,9,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,131,mercedes,Mercedes,22.0,4,0,0,4,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,131,mercedes,Mercedes,22.0,4,0,0,4,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1100,2023,3,2023-04-02,Australian Grand Prix,117,aston_martin,Aston Martin,27.0,3,0,1,4,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1100,2023,3,2023-04-02,Australian Grand Prix,6,ferrari,Ferrari,0.0,12,0,0,5,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1100,2023,3,2023-04-02,Australian Grand Prix,6,ferrari,Ferrari,0.0,12,0,0,5,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1100,2023,3,2023-04-02,Australian Grand Prix,1,mclaren,McLaren,12.0,6,0,0,13,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1100,2023,3,2023-04-02,Australian Grand Prix,131,mercedes,Mercedes,18.0,2,0,1,2,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1100,2023,3,2023-04-02,Australian Grand Prix,131,mercedes,Mercedes,18.0,2,0,1,2,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1100,2023,3,2023-04-02,Australian Grand Prix,9,red_bull,Red Bull,36.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,117,aston_martin,Aston Martin,22.0,4,0,0,6,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,6,ferrari,Ferrari,36.0,3,0,1,1,1,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,6,ferrari,Ferrari,36.0,3,0,1,1,1,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,1,mclaren,McLaren,2.0,9,0,0,7,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,131,mercedes,Mercedes,20.0,6,0,0,5,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,131,mercedes,Mercedes,20.0,6,0,0,5,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,9,red_bull,Red Bull,57.0,1,1,1,2,0,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1102,2023,5,2023-05-07,Miami Grand Prix,117,aston_martin,Aston Martin,15.0,3,0,1,2,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1102,2023,5,2023-05-07,Miami Grand Prix,6,ferrari,Ferrari,16.0,5,0,0,3,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
1102,2023,5,2023-05-07,Miami Grand Prix,6,ferrari,Ferrari,16.0,5,0,0,3,0,Ferrari,Santander,SAN,BME/NYSE,2022,2024,True,Banking sponsor,https://www.santander.com/,Use 2022–2024 because the Ferrari partnership period does not cover the full 2021–2025 window.
1102,2023,5,2023-05-07,Miami Grand Prix,1,mclaren,McLaren,0.0,17,0,0,16,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.
1102,2023,5,2023-05-07,Miami Grand Prix,131,mercedes,Mercedes,20.0,4,0,0,6,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.
1102,2023,5,2023-05-07,Miami Grand Prix,131,mercedes,Mercedes,20.0,4,0,0,6,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.
1102,2023,5,2023-05-07,Miami Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,1,1,Red Bull Racing,Oracle,ORCL,NYSE,2022,2025,True,Title / technology sponsor,https://www.oracle.com/redbullracing/,Use from 2022 onward because Oracle became title partner in 2022.
1104,2023,6,2023-05-28,Monaco Grand Prix,117,aston_martin,Aston Martin,18.0,2,0,1,2,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.
1104,2023,6,2023-05-28,Monaco Grand Prix,6,ferrari,Ferrari,12.0,6,0,0,3,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.
